index,fR,fGV,fSoil,year,lat_utm18n,lon_utm18n,lat_degrees,lon_degrees,photo_id,residue_type,cover_crop_residue,R_427,R_482,R_547,R_604,R_660,R_723,R_824,R_914,R_1209,R_1572,R_1661,R_1730,R_2164,R_2202,R_2259,R_2329,R_swir1,R_swir2,wi,ndti,swira,sindri,sidri,ndvi
85,0.73,0,0.27,5/15/2015,4300070.887,417305.8776,38.84557,-75.952911,IMG_0333.JPG,cereal_soy,Yes,0.077,0.088,0.117,0.145,0.169,0.212,0.263,0.293,0.379,0.412,0.418,0.406,0.346,0.351,0.330,0.309,0.415,0.342,1.213,0.096,0.307,0.031,0.021,0.218
86,0.71,0,0.29,5/15/2015,4300074.646,417307.2187,38.845604,-75.952896,IMG_0334.JPG,cereal_soy,Yes,0.079,0.090,0.121,0.151,0.174,0.219,0.269,0.299,0.382,0.415,0.420,0.408,0.349,0.353,0.333,0.312,0.417,0.345,1.209,0.095,0.304,0.030,0.020,0.214
87,0.67,0,0.33,5/15/2015,4300074.646,417307.2187,38.845604,-75.952896,IMG_0335.JPG,cereal_soy,Yes,0.079,0.090,0.121,0.151,0.174,0.219,0.269,0.299,0.382,0.415,0.420,0.408,0.349,0.353,0.333,0.312,0.417,0.345,1.209,0.095,0.304,0.030,0.020,0.214
88,0.76,0.01,0.24,5/15/2015,4300080.208,417305.9749,38.845654,-75.952911,IMG_0336.JPG,cereal_soy,Yes,0.078,0.091,0.122,0.152,0.175,0.220,0.270,0.299,0.383,0.414,0.420,0.408,0.349,0.353,0.333,0.312,0.417,0.345,1.210,0.095,0.305,0.030,0.020,0.214
89,0.78,0.01,0.22,5/15/2015,4300085.667,417304.0356,38.845703,-75.952934,IMG_0337.JPG,cereal_soy,Yes,0.078,0.090,0.120,0.151,0.174,0.219,0.269,0.297,0.382,0.414,0.420,0.408,0.348,0.352,0.332,0.311,0.417,0.344,1.211,0.095,0.306,0.030,0.021,0.215
90,0.76,0.01,0.24,5/15/2015,4300087.352,417302.057,38.845718,-75.952957,IMG_0338.JPG,cereal_soy,Yes,0.074,0.085,0.113,0.141,0.163,0.207,0.257,0.285,0.375,0.407,0.413,0.400,0.344,0.349,0.330,0.309,0.410,0.341,1.202,0.092,0.291,0.029,0.020,0.224
91,0.69,0.01,0.29,5/15/2015,4300094.142,417300.1316,38.845779,-75.95298,IMG_0339.JPG,cereal_soy,Yes,0.075,0.085,0.113,0.142,0.163,0.208,0.258,0.286,0.376,0.407,0.413,0.401,0.344,0.349,0.330,0.308,0.410,0.341,1.203,0.092,0.292,0.029,0.020,0.224
92,0.67,0.01,0.31,5/15/2015,4300076.476,417291.3549,38.845619,-75.953079,IMG_0340.JPG,cereal_soy,Yes,0.079,0.090,0.117,0.140,0.162,0.203,0.252,0.276,0.365,0.397,0.403,0.392,0.339,0.344,0.324,0.303,0.400,0.336,1.191,0.087,0.271,0.030,0.020,0.218
93,0.71,0.01,0.28,5/15/2015,4299959.195,417331.1842,38.844566,-75.952606,IMG_0345.JPG,cereal_soy,Yes,0.081,0.091,0.116,0.143,0.164,0.209,0.257,0.288,0.365,0.381,0.390,0.377,0.315,0.321,0.302,0.282,0.385,0.313,1.233,0.104,0.307,0.030,0.019,0.221
94,0.76,0,0.24,5/15/2015,4299959.209,417329.8825,38.844566,-75.952621,IMG_0346.JPG,cereal_soy,Yes,0.081,0.091,0.116,0.143,0.164,0.209,0.257,0.288,0.365,0.381,0.390,0.377,0.315,0.321,0.302,0.282,0.385,0.313,1.233,0.104,0.307,0.030,0.019,0.221
95,0.8,0,0.2,5/15/2015,4299955.464,417327.1528,38.844532,-75.952652,IMG_0347.JPG,cereal_soy,Yes,0.083,0.093,0.120,0.149,0.172,0.219,0.266,0.298,0.374,0.392,0.401,0.388,0.324,0.330,0.310,0.289,0.397,0.321,1.235,0.105,0.318,0.031,0.020,0.215
96,0.72,0,0.28,5/15/2015,4299948.264,417325.7759,38.844467,-75.952667,IMG_0348.JPG,cereal_soy,Yes,0.080,0.091,0.119,0.148,0.173,0.217,0.266,0.296,0.378,0.399,0.408,0.394,0.331,0.336,0.316,0.295,0.404,0.328,1.232,0.104,0.320,0.031,0.020,0.214
97,0.78,0,0.22,5/15/2015,4299941.918,417327.7059,38.84441,-75.952644,IMG_0349.JPG,cereal_soy,Yes,0.080,0.090,0.119,0.148,0.172,0.216,0.266,0.295,0.381,0.406,0.414,0.401,0.337,0.342,0.321,0.300,0.410,0.333,1.230,0.103,0.323,0.031,0.020,0.213
98,0.78,0,0.22,5/15/2015,4299941.461,417329.003,38.844406,-75.952629,IMG_0350.JPG,cereal_soy,Yes,0.082,0.090,0.118,0.146,0.170,0.214,0.261,0.292,0.375,0.399,0.407,0.394,0.330,0.336,0.315,0.295,0.403,0.327,1.232,0.104,0.320,0.031,0.020,0.213
99,0.81,0,0.19,5/15/2015,4299934.671,417330.9285,38.844345,-75.952606,IMG_0351.JPG,cereal_soy,Yes,0.084,0.094,0.123,0.153,0.178,0.222,0.269,0.298,0.384,0.416,0.424,0.411,0.347,0.352,0.331,0.308,0.420,0.343,1.223,0.100,0.323,0.030,0.021,0.205
100,0.75,0,0.25,5/15/2015,4299927.846,417336.1517,38.844284,-75.952545,IMG_0352.JPG,cereal_soy,Yes,0.083,0.094,0.122,0.152,0.176,0.221,0.266,0.296,0.383,0.416,0.424,0.412,0.348,0.354,0.331,0.309,0.420,0.345,1.220,0.099,0.319,0.034,0.023,0.204
101,0.78,0,0.22,5/15/2015,4299923.137,417340.7026,38.844242,-75.952492,IMG_0353.JPG,cereal_soy,Yes,0.085,0.094,0.123,0.154,0.176,0.221,0.266,0.296,0.383,0.416,0.424,0.411,0.349,0.356,0.333,0.311,0.420,0.346,1.214,0.097,0.312,0.033,0.022,0.203
102,0.71,0,0.29,5/15/2015,4299916.279,417349.2236,38.844181,-75.952393,IMG_0354.JPG,cereal_soy,Yes,0.081,0.089,0.114,0.141,0.162,0.205,0.250,0.279,0.364,0.400,0.410,0.398,0.335,0.343,0.319,0.295,0.405,0.332,1.218,0.098,0.306,0.036,0.024,0.213
103,0.67,0,0.32,5/15/2015,4299915.786,417353.9054,38.844177,-75.952339,IMG_0355.JPG,cereal_soy,Yes,0.079,0.086,0.110,0.137,0.158,0.200,0.246,0.274,0.362,0.399,0.409,0.397,0.336,0.344,0.321,0.297,0.404,0.334,1.210,0.095,0.295,0.036,0.024,0.218
104,0.72,0.01,0.27,5/15/2015,4299951.36,417358.8763,38.844498,-75.952286,IMG_0356.JPG,cereal_soy,Yes,0.077,0.085,0.107,0.130,0.150,0.193,0.240,0.265,0.347,0.365,0.372,0.361,0.297,0.302,0.285,0.264,0.369,0.294,1.252,0.112,0.313,0.029,0.017,0.229
105,0.91,0,0.09,5/15/2015,4299671.327,417010.3347,38.841942,-75.956268,IMG_0361.JPG,maize,No,0.087,0.106,0.140,0.179,0.214,0.268,0.319,0.358,0.435,0.408,0.423,0.405,0.311,0.323,0.293,0.272,0.415,0.309,1.344,0.147,0.447,0.048,0.030,0.198
106,0.87,0,0.13,5/15/2015,4299677.195,417011.6981,38.841995,-75.956253,IMG_0362.JPG,maize,No,0.086,0.106,0.140,0.180,0.216,0.270,0.323,0.361,0.436,0.408,0.423,0.406,0.311,0.323,0.293,0.272,0.415,0.309,1.345,0.147,0.448,0.049,0.030,0.199
107,0.94,0,0.06,5/15/2015,4299678.88,417009.7194,38.84201,-75.956276,IMG_0363.JPG,maize,No,0.085,0.104,0.139,0.178,0.216,0.269,0.323,0.361,0.435,0.407,0.421,0.405,0.309,0.321,0.292,0.270,0.414,0.307,1.347,0.148,0.449,0.048,0.030,0.200
108,0.86,0,0.14,5/15/2015,4299678.111,417009.017,38.842003,-75.956284,IMG_0364.JPG,maize,No,0.086,0.106,0.140,0.180,0.216,0.270,0.323,0.361,0.436,0.408,0.423,0.406,0.311,0.323,0.293,0.272,0.415,0.309,1.345,0.147,0.448,0.049,0.030,0.199
109,0.83,0,0.17,5/15/2015,4299675.558,417008.9903,38.84198,-75.956284,IMG_0365.JPG,maize,No,0.086,0.106,0.140,0.180,0.216,0.270,0.323,0.361,0.436,0.408,0.423,0.406,0.311,0.323,0.293,0.272,0.415,0.309,1.345,0.147,0.448,0.049,0.030,0.199
110,0.83,0,0.17,5/15/2015,4299675.558,417008.9903,38.84198,-75.956284,IMG_0365B.JPG,maize,No,0.086,0.106,0.140,0.180,0.216,0.270,0.323,0.361,0.436,0.408,0.423,0.406,0.311,0.323,0.293,0.272,0.415,0.309,1.345,0.147,0.448,0.049,0.030,0.199
111,0.89,0,0.11,5/15/2015,4299672.562,417008.9589,38.841953,-75.956284,IMG_0366.JPG,maize,No,0.087,0.106,0.140,0.179,0.214,0.268,0.319,0.358,0.435,0.408,0.423,0.405,0.311,0.323,0.293,0.272,0.415,0.309,1.344,0.147,0.447,0.048,0.030,0.198
112,0.83,0,0.17,5/15/2015,4299670.01,417008.9322,38.84193,-75.956284,IMG_0367.JPG,maize,No,0.087,0.106,0.140,0.179,0.214,0.268,0.319,0.358,0.435,0.408,0.423,0.405,0.311,0.323,0.293,0.272,0.415,0.309,1.344,0.147,0.447,0.048,0.030,0.198
113,0.93,0,0.07,5/15/2015,4299665.355,417008.2759,38.841888,-75.956291,IMG_0368.JPG,maize,No,0.086,0.108,0.143,0.181,0.219,0.272,0.325,0.361,0.443,0.415,0.430,0.413,0.315,0.327,0.296,0.275,0.423,0.313,1.351,0.149,0.461,0.050,0.031,0.194
114,0.91,0,0.09,5/15/2015,4299662.034,417007.5467,38.841858,-75.956299,IMG_0369.JPG,maize,No,0.086,0.108,0.144,0.182,0.220,0.273,0.328,0.364,0.444,0.416,0.431,0.414,0.317,0.328,0.297,0.275,0.423,0.314,1.348,0.148,0.460,0.050,0.031,0.196
115,0.83,0,0.17,5/15/2015,4299659.051,417006.2136,38.841831,-75.956314,IMG_0370.JPG,maize,No,0.087,0.109,0.145,0.185,0.224,0.277,0.332,0.368,0.454,0.424,0.439,0.422,0.320,0.334,0.301,0.278,0.431,0.318,1.355,0.151,0.476,0.051,0.033,0.195
116,0.88,0,0.12,5/15/2015,4299656.95,417005.4972,38.841812,-75.956322,IMG_0371.JPG,maize,No,0.088,0.111,0.147,0.187,0.227,0.282,0.337,0.373,0.461,0.430,0.445,0.427,0.323,0.337,0.304,0.281,0.437,0.321,1.360,0.153,0.487,0.052,0.033,0.194
117,0.84,0,0.16,5/15/2015,4299651.851,417004.8362,38.841766,-75.956329,IMG_0372.JPG,maize,No,0.087,0.110,0.146,0.186,0.226,0.279,0.334,0.370,0.463,0.431,0.446,0.428,0.323,0.338,0.305,0.281,0.439,0.322,1.361,0.153,0.489,0.051,0.033,0.193
118,0.88,0,0.12,5/15/2015,4299648.078,417004.7967,38.841732,-75.956329,IMG_0373.JPG,maize,No,0.086,0.108,0.144,0.183,0.222,0.276,0.329,0.366,0.459,0.429,0.444,0.426,0.322,0.336,0.304,0.280,0.436,0.321,1.360,0.152,0.485,0.050,0.032,0.194
119,0.89,0,0.11,5/15/2015,4299642.988,417003.3547,38.841686,-75.956345,IMG_0374.JPG,maize,No,0.085,0.106,0.140,0.180,0.217,0.271,0.323,0.360,0.449,0.421,0.436,0.419,0.317,0.330,0.299,0.276,0.428,0.316,1.357,0.152,0.474,0.049,0.031,0.196
120,0.46,0.02,0.52,5/15/2015,4299764.093,416842.4024,38.842762,-75.958214,IMG_0383.JPG,cereal,Yes,0.097,0.123,0.164,0.205,0.235,0.288,0.334,0.365,0.445,0.444,0.447,0.433,0.363,0.368,0.353,0.338,0.446,0.361,1.233,0.105,0.355,0.021,0.015,0.175
121,0.49,0.02,0.5,5/15/2015,4299765.328,416841.1134,38.842773,-75.958229,IMG_0384.JPG,cereal,Yes,0.097,0.123,0.164,0.204,0.235,0.287,0.334,0.367,0.446,0.444,0.447,0.432,0.361,0.365,0.350,0.335,0.445,0.359,1.239,0.107,0.362,0.021,0.015,0.174
122,0.49,0.02,0.49,5/15/2015,4299762.429,416842.3849,38.842747,-75.958214,IMG_0385.JPG,cereal,Yes,0.097,0.123,0.164,0.205,0.235,0.288,0.334,0.365,0.445,0.444,0.447,0.433,0.363,0.368,0.353,0.338,0.446,0.361,1.233,0.105,0.355,0.021,0.015,0.175
123,0.57,0.02,0.4,5/15/2015,4299758.191,416844.3367,38.842709,-75.958191,IMG_0386.JPG,cereal,Yes,0.097,0.123,0.165,0.206,0.236,0.288,0.333,0.364,0.442,0.440,0.443,0.429,0.358,0.362,0.348,0.332,0.442,0.356,1.239,0.107,0.359,0.021,0.015,0.171
124,0.47,0.02,0.51,5/15/2015,4299757.74,416845.0264,38.842705,-75.958183,IMG_0387.JPG,cereal,Yes,0.097,0.123,0.165,0.206,0.236,0.288,0.333,0.364,0.442,0.440,0.443,0.429,0.358,0.362,0.348,0.332,0.442,0.356,1.239,0.107,0.359,0.021,0.015,0.171
125,0.5,0.02,0.49,5/15/2015,4299754.709,416848.2928,38.842678,-75.958145,IMG_0388.JPG,cereal,Yes,0.095,0.122,0.164,0.205,0.235,0.287,0.332,0.362,0.438,0.435,0.437,0.423,0.354,0.359,0.343,0.328,0.436,0.352,1.238,0.106,0.353,0.022,0.015,0.170
126,0.57,0.02,0.42,5/15/2015,4299749.133,416850.8382,38.842628,-75.958115,IMG_0389.JPG,cereal,Yes,0.092,0.121,0.163,0.203,0.235,0.288,0.334,0.364,0.434,0.432,0.434,0.421,0.355,0.360,0.346,0.331,0.433,0.354,1.225,0.101,0.335,0.020,0.014,0.174
127,0.54,0.02,0.44,5/15/2015,4299748.349,416851.5243,38.842621,-75.958107,IMG_0390.JPG,cereal,Yes,0.092,0.123,0.166,0.206,0.240,0.291,0.338,0.369,0.431,0.428,0.430,0.417,0.351,0.355,0.341,0.326,0.429,0.349,1.229,0.103,0.337,0.021,0.014,0.170
128,0.57,0.01,0.41,5/15/2015,4299743.21,416854.7686,38.842575,-75.958069,IMG_0391.JPG,cereal,Yes,0.093,0.121,0.162,0.203,0.235,0.287,0.334,0.364,0.432,0.436,0.438,0.425,0.366,0.370,0.358,0.344,0.437,0.364,1.199,0.090,0.306,0.016,0.012,0.175
129,0.45,0.01,0.54,5/15/2015,4299738.5,416859.4062,38.842533,-75.958015,IMG_0392.JPG,cereal,Yes,0.094,0.119,0.159,0.198,0.229,0.281,0.328,0.360,0.430,0.441,0.440,0.429,0.377,0.380,0.370,0.357,0.441,0.375,1.173,0.080,0.274,0.014,0.011,0.178
130,0.44,0.02,0.54,5/15/2015,4299738.05,416860.009,38.842529,-75.958008,IMG_0393.JPG,cereal,Yes,0.094,0.119,0.159,0.198,0.229,0.281,0.328,0.360,0.430,0.441,0.440,0.429,0.377,0.380,0.370,0.357,0.441,0.375,1.173,0.080,0.274,0.014,0.011,0.178
131,0.76,0,0.24,5/15/2015,4300928.311,415094.7468,38.853085,-75.978493,IMG_0399.JPG,maize,No,0.088,0.101,0.129,0.156,0.185,0.226,0.272,0.303,0.393,0.421,0.431,0.417,0.351,0.355,0.328,0.314,0.426,0.344,1.236,0.106,0.343,0.039,0.027,0.191
132,0.84,0,0.16,5/15/2015,4300928.311,415094.7468,38.853085,-75.978493,IMG_0400.JPG,maize,No,0.088,0.101,0.129,0.156,0.185,0.226,0.272,0.303,0.393,0.421,0.431,0.417,0.351,0.355,0.328,0.314,0.426,0.344,1.236,0.106,0.343,0.039,0.027,0.191
133,0.74,0,0.26,5/15/2015,4300931.218,415092.7819,38.853111,-75.978516,IMG_0401.JPG,maize,No,0.086,0.099,0.128,0.155,0.184,0.226,0.272,0.303,0.393,0.420,0.431,0.416,0.349,0.353,0.326,0.311,0.425,0.342,1.242,0.108,0.349,0.040,0.027,0.192
134,0.83,0,0.17,5/15/2015,4300930.441,415092.7736,38.853104,-75.978516,IMG_0402.JPG,maize,No,0.086,0.099,0.128,0.155,0.184,0.226,0.272,0.303,0.393,0.420,0.431,0.416,0.349,0.353,0.326,0.311,0.425,0.342,1.242,0.108,0.349,0.040,0.027,0.192
135,0.7,0,0.3,5/15/2015,4300936.344,415090.8408,38.853157,-75.978539,IMG_0403.JPG,maize,No,0.083,0.098,0.127,0.154,0.183,0.225,0.271,0.302,0.391,0.417,0.428,0.414,0.346,0.350,0.323,0.308,0.423,0.340,1.245,0.109,0.351,0.040,0.027,0.192
136,0.76,0,0.24,5/15/2015,4300938.022,415089.5571,38.853172,-75.978554,IMG_0404.JPG,maize,No,0.084,0.098,0.127,0.154,0.183,0.224,0.269,0.301,0.390,0.416,0.427,0.413,0.345,0.349,0.322,0.308,0.422,0.339,1.245,0.109,0.349,0.039,0.026,0.191
137,0.84,0,0.16,5/15/2015,4300944.459,415089.626,38.85323,-75.978554,IMG_0405.JPG,maize,No,0.081,0.094,0.123,0.151,0.180,0.222,0.267,0.298,0.388,0.412,0.424,0.410,0.342,0.346,0.319,0.305,0.418,0.336,1.247,0.110,0.349,0.040,0.027,0.194
138,0.79,0,0.21,5/15/2015,4300946.914,415088.3506,38.853252,-75.978569,IMG_0406.JPG,maize,No,0.081,0.094,0.123,0.151,0.179,0.222,0.266,0.298,0.387,0.412,0.424,0.409,0.342,0.346,0.319,0.305,0.418,0.336,1.245,0.109,0.346,0.040,0.027,0.195
139,0.83,0,0.17,5/15/2015,4300952.026,415087.7111,38.853298,-75.978577,IMG_0407.JPG,maize,No,0.081,0.094,0.123,0.151,0.179,0.222,0.266,0.298,0.387,0.412,0.423,0.409,0.342,0.346,0.319,0.306,0.418,0.336,1.243,0.108,0.344,0.040,0.027,0.194
140,0.77,0,0.23,5/15/2015,4300954.141,415087.1263,38.853317,-75.978584,IMG_0408.JPG,maize,No,0.081,0.094,0.123,0.151,0.179,0.222,0.266,0.298,0.387,0.412,0.423,0.409,0.342,0.346,0.319,0.306,0.418,0.336,1.243,0.108,0.344,0.040,0.027,0.194
141,0.79,0,0.21,5/15/2015,4301227.082,415343.622,38.855801,-75.975662,IMG_0413.JPG,soy,No,0.086,0.096,0.123,0.149,0.179,0.218,0.262,0.293,0.396,0.421,0.440,0.423,0.335,0.344,0.307,0.291,0.431,0.329,1.310,0.134,0.428,0.057,0.037,0.188
142,0.89,0,0.1,5/15/2015,4301224.987,415342.2979,38.855782,-75.975677,IMG_0414.JPG,soy,No,0.086,0.097,0.123,0.149,0.180,0.219,0.263,0.295,0.398,0.423,0.441,0.424,0.335,0.344,0.307,0.291,0.432,0.329,1.315,0.136,0.435,0.057,0.037,0.188
143,0.88,0,0.12,5/15/2015,4301224.544,415342.2931,38.855778,-75.975677,IMG_0415.JPG,soy,No,0.086,0.097,0.123,0.149,0.180,0.219,0.263,0.295,0.398,0.423,0.441,0.424,0.335,0.344,0.307,0.291,0.432,0.329,1.315,0.136,0.435,0.057,0.037,0.188
144,0.84,0,0.16,5/15/2015,4301227.139,415338.329,38.855801,-75.975723,IMG_0416.JPG,soy,No,0.086,0.097,0.124,0.150,0.180,0.220,0.263,0.294,0.398,0.422,0.440,0.424,0.337,0.346,0.309,0.294,0.431,0.331,1.304,0.132,0.424,0.056,0.037,0.188
145,0.92,0,0.08,5/15/2015,4301232.154,415336.3866,38.855846,-75.975746,IMG_0417.JPG,soy,No,0.086,0.097,0.124,0.151,0.180,0.220,0.264,0.295,0.398,0.422,0.441,0.425,0.338,0.347,0.310,0.294,0.432,0.332,1.301,0.131,0.420,0.057,0.037,0.188
146,0.95,0,0.05,5/15/2015,4301236.052,415335.1266,38.855881,-75.975761,IMG_0418.JPG,soy,No,0.086,0.098,0.126,0.153,0.183,0.224,0.268,0.299,0.402,0.426,0.444,0.428,0.339,0.349,0.311,0.295,0.435,0.333,1.305,0.132,0.428,0.058,0.038,0.189
147,0.98,0,0.02,5/15/2015,4301238.944,415334.4633,38.855907,-75.975769,IMG_0419.JPG,soy,No,0.085,0.096,0.123,0.150,0.181,0.223,0.267,0.300,0.403,0.426,0.446,0.428,0.338,0.349,0.310,0.293,0.436,0.332,1.311,0.135,0.436,0.060,0.040,0.192
148,0.96,0.01,0.04,5/15/2015,4301239.839,415333.7786,38.855915,-75.975777,IMG_0420.JPG,soy,No,0.085,0.096,0.123,0.150,0.181,0.223,0.267,0.300,0.403,0.426,0.446,0.428,0.338,0.349,0.310,0.293,0.436,0.332,1.311,0.135,0.436,0.060,0.040,0.192
149,0.92,0,0.08,5/15/2015,4301244.507,415333.221,38.855957,-75.975784,IMG_0421.JPG,soy,No,0.084,0.095,0.121,0.148,0.179,0.221,0.266,0.299,0.404,0.427,0.447,0.430,0.338,0.349,0.309,0.292,0.437,0.332,1.316,0.137,0.442,0.062,0.041,0.194
150,0.94,0,0.06,5/15/2015,4301247.066,415332.5541,38.85598,-75.975792,IMG_0422.JPG,soy,No,0.084,0.095,0.121,0.148,0.179,0.220,0.266,0.298,0.404,0.428,0.448,0.431,0.339,0.350,0.309,0.292,0.438,0.332,1.317,0.137,0.444,0.063,0.041,0.194
151,0.94,0,0.06,5/15/2015,4301250.084,415330.5904,38.856007,-75.975815,IMG_0423.JPG,soy,No,0.085,0.096,0.122,0.149,0.180,0.220,0.266,0.298,0.404,0.428,0.448,0.430,0.338,0.349,0.308,0.291,0.438,0.331,1.321,0.138,0.448,0.062,0.041,0.193
152,0.24,0.03,0.73,5/15/2015,4300728.643,417033.9882,38.851471,-75.956123,IMG_0428.JPG,soy,No,0.108,0.123,0.159,0.194,0.217,0.265,0.304,0.329,0.400,0.422,0.419,0.411,0.381,0.377,0.374,0.367,0.421,0.377,1.115,0.054,0.182,0.003,0.002,0.168
153,0.12,0.03,0.85,5/15/2015,4300727.436,417032.587,38.85146,-75.956139,IMG_0429.JPG,soy,No,0.109,0.123,0.161,0.196,0.219,0.267,0.306,0.330,0.399,0.421,0.418,0.410,0.379,0.375,0.373,0.364,0.420,0.376,1.118,0.056,0.186,0.003,0.002,0.165
154,0.11,0.03,0.86,5/15/2015,4300725.64,417034.5642,38.851444,-75.956116,IMG_0430.JPG,soy,No,0.108,0.123,0.163,0.199,0.223,0.270,0.308,0.332,0.399,0.420,0.416,0.408,0.379,0.374,0.373,0.366,0.418,0.375,1.114,0.054,0.180,0.001,0.000,0.162
155,0.08,0.03,0.87,5/15/2015,4300723.941,417037.8443,38.851429,-75.956078,IMG_0431.JPG,soy,No,0.106,0.121,0.158,0.193,0.217,0.265,0.305,0.329,0.401,0.421,0.418,0.410,0.380,0.375,0.374,0.365,0.420,0.376,1.115,0.054,0.183,0.002,0.002,0.169
156,0.08,0.03,0.89,5/15/2015,4300722.671,417042.5173,38.851418,-75.956024,IMG_0432.JPG,soy,No,0.105,0.120,0.158,0.192,0.217,0.264,0.307,0.331,0.404,0.425,0.422,0.414,0.383,0.379,0.378,0.369,0.424,0.380,1.115,0.054,0.184,0.002,0.002,0.171
157,0.02,0.02,0.93,5/15/2015,4300722.671,417042.5173,38.851418,-75.956024,IMG_0433.JPG,soy,No,0.105,0.120,0.158,0.192,0.217,0.264,0.307,0.331,0.404,0.425,0.422,0.414,0.383,0.379,0.378,0.369,0.424,0.380,1.115,0.054,0.184,0.002,0.002,0.171
158,0.02,0.02,0.94,5/15/2015,4300717.997,417043.7702,38.851376,-75.956009,IMG_0434.JPG,soy,No,0.108,0.126,0.173,0.217,0.243,0.291,0.327,0.346,0.407,0.425,0.420,0.412,0.385,0.377,0.381,0.373,0.422,0.381,1.108,0.051,0.174,-0.005,-0.004,0.147
159,0.01,0.02,0.96,5/15/2015,4300716.166,417049.0449,38.85136,-75.955948,IMG_0435.JPG,soy,No,0.107,0.126,0.174,0.219,0.246,0.293,0.329,0.348,0.410,0.429,0.423,0.415,0.388,0.381,0.384,0.377,0.426,0.384,1.109,0.052,0.177,-0.005,-0.004,0.145
160,0.05,0.03,0.91,5/15/2015,4300714.439,417055.0149,38.851345,-75.955879,IMG_0436.JPG,soy,No,0.107,0.125,0.168,0.210,0.235,0.284,0.321,0.345,0.413,0.434,0.430,0.421,0.389,0.383,0.384,0.375,0.432,0.385,1.121,0.057,0.197,-0.001,0.000,0.156
161,0.22,0.02,0.75,5/15/2015,4300713.156,417060.9029,38.851334,-75.955811,IMG_0437.JPG,soy,No,0.106,0.122,0.160,0.198,0.222,0.271,0.311,0.337,0.411,0.433,0.429,0.420,0.384,0.381,0.378,0.367,0.431,0.381,1.132,0.062,0.212,0.004,0.003,0.168
162,0.29,0.02,0.68,5/15/2015,4300705.637,416931.0808,38.851254,-75.957306,IMG_0442.JPG,soy,No,0.109,0.125,0.162,0.195,0.220,0.266,0.311,0.338,0.404,0.421,0.418,0.409,0.369,0.365,0.361,0.349,0.420,0.365,1.150,0.070,0.231,0.005,0.004,0.172
163,0.23,0.02,0.74,5/15/2015,4300705.207,416929.7745,38.85125,-75.957321,IMG_0443.JPG,soy,No,0.109,0.126,0.163,0.195,0.220,0.266,0.310,0.337,0.402,0.419,0.416,0.407,0.369,0.363,0.361,0.350,0.417,0.364,1.145,0.068,0.224,0.003,0.002,0.170
164,0.23,0.03,0.74,5/15/2015,4300705.214,416929.0803,38.85125,-75.957329,IMG_0444.JPG,soy,No,0.109,0.126,0.163,0.195,0.220,0.266,0.310,0.337,0.402,0.419,0.416,0.407,0.369,0.363,0.361,0.350,0.417,0.364,1.145,0.068,0.224,0.003,0.002,0.170
165,0.24,0.02,0.73,5/15/2015,4300707.344,416927.1066,38.851269,-75.957352,IMG_0445.JPG,soy,No,0.109,0.124,0.160,0.192,0.218,0.263,0.309,0.335,0.403,0.421,0.417,0.408,0.369,0.365,0.361,0.350,0.419,0.365,1.148,0.069,0.228,0.005,0.003,0.173
166,0.14,0.02,0.83,5/15/2015,4300709.022,416925.8224,38.851284,-75.957367,IMG_0446.JPG,soy,No,0.109,0.124,0.160,0.192,0.218,0.263,0.309,0.335,0.403,0.421,0.417,0.408,0.369,0.365,0.361,0.350,0.419,0.365,1.148,0.069,0.228,0.005,0.003,0.173
167,0.23,0.02,0.74,5/15/2015,4300710.256,416924.5336,38.851295,-75.957382,IMG_0447.JPG,soy,No,0.103,0.117,0.151,0.182,0.207,0.253,0.298,0.325,0.400,0.418,0.415,0.406,0.367,0.364,0.359,0.348,0.417,0.363,1.146,0.068,0.225,0.007,0.005,0.182
168,0.27,0.03,0.71,5/15/2015,4300713.266,416923.2633,38.851322,-75.957397,IMG_0448.JPG,soy,No,0.103,0.117,0.151,0.182,0.207,0.253,0.298,0.325,0.400,0.418,0.415,0.406,0.367,0.364,0.359,0.348,0.417,0.363,1.146,0.068,0.225,0.007,0.005,0.182
169,0.3,0.02,0.67,5/15/2015,4300718.426,416918.0236,38.851368,-75.957458,IMG_0449.JPG,soy,No,0.105,0.120,0.157,0.189,0.214,0.260,0.303,0.330,0.399,0.416,0.413,0.404,0.365,0.363,0.358,0.348,0.414,0.362,1.143,0.067,0.219,0.006,0.005,0.172
170,0.28,0.02,0.69,5/15/2015,4300718.426,416918.0236,38.851368,-75.957458,IMG_0450.JPG,soy,No,0.105,0.120,0.157,0.189,0.214,0.260,0.303,0.330,0.399,0.416,0.413,0.404,0.365,0.363,0.358,0.348,0.414,0.362,1.143,0.067,0.219,0.006,0.005,0.172
171,0.18,0.02,0.79,5/15/2015,4300720.549,416916.6573,38.851387,-75.957474,IMG_0451.JPG,soy,No,0.105,0.120,0.157,0.189,0.214,0.260,0.303,0.330,0.399,0.416,0.413,0.404,0.365,0.363,0.358,0.348,0.414,0.362,1.143,0.067,0.219,0.006,0.005,0.172
172,0.24,0.02,0.75,5/15/2015,4300721.797,416914.0668,38.851398,-75.957504,IMG_0452.JPG,soy,No,0.108,0.124,0.162,0.195,0.219,0.265,0.307,0.334,0.402,0.418,0.414,0.406,0.368,0.365,0.362,0.352,0.416,0.365,1.141,0.066,0.217,0.004,0.003,0.166
